,Rank,isIP,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,Domain_http,LongURL,TinyURL,Label
217,0,0,1,0,0,0,0,1,0,0,1,0
218,1,0,1,0,0,0,0,1,0,0,0,0
219,1,0,1,0,0,0,0,1,0,0,0,0
220,1,0,0,1,0,0,0,0,0,0,0,0
221,1,0,0,1,0,0,0,0,0,1,0,1
222,1,0,1,0,0,0,0,1,0,0,0,0
223,0,0,1,0,0,0,0,0,0,0,0,0
224,0,0,0,1,0,0,1,1,0,0,0,0
225,0,0,0,1,0,0,0,0,0,0,0,0
226,1,0,0,1,0,0,0,1,0,1,0,1
227,1,0,1,0,0,0,0,0,0,0,0,0
228,0,0,0,1,0,0,0,1,0,1,0,0
229,1,0,0,1,0,0,0,1,0,1,0,1
230,0,0,1,0,0,0,0,0,0,0,0,0
231,0,0,1,0,0,0,0,1,0,0,0,0
232,1,0,0,1,0,0,0,0,0,0,0,0
233,1,0,1,0,0,0,1,1,0,1,1,1
234,0,0,1,0,0,0,0,1,0,0,0,0
235,1,0,0,1,0,0,0,0,0,1,0,1
236,1,0,1,0,0,0,0,0,0,0,0,1
237,0,0,1,0,0,0,0,0,0,0,0,0
238,0,0,1,0,0,0,0,0,0,0,0,0
239,0,0,1,0,0,0,0,0,0,0,0,0
240,0,0,1,0,0,0,0,1,0,0,0,0
241,0,0,1,0,0,0,0,1,0,0,0,0
242,0,0,1,0,0,0,0,0,0,0,0,0
243,0,0,1,0,0,0,0,0,0,1,0,0
244,1,0,1,0,0,0,0,0,0,0,0,1
245,1,0,0,1,0,0,0,1,0,0,0,1
246,1,0,0,1,0,0,0,1,0,1,0,1
247,0,0,0,1,0,0,0,1,0,0,0,0
248,1,0,0,1,0,0,0,0,0,1,0,1
249,0,0,0,1,0,0,0,0,0,1,0,0
250,0,0,0,1,0,0,0,0,0,0,0,0
251,1,0,0,1,0,0,1,0,0,0,0,1
252,1,0,0,1,0,0,0,0,0,0,0,0
253,0,0,0,1,0,0,0,1,0,0,0,0
254,1,0,1,0,0,0,1,0,0,0,0,1
255,0,0,1,0,0,0,0,0,0,0,0,0
256,1,0,1,0,0,0,0,1,0,0,0,0
257,1,0,1,0,0,0,0,0,0,0,0,1
258,1,0,0,1,0,0,0,1,0,0,0,0
259,0,0,1,0,0,0,0,0,0,0,0,0
260,0,0,0,1,0,0,0,1,0,1,0,0
261,1,0,1,0,0,0,0,1,0,0,0,0
262,0,0,1,0,0,0,0,1,0,0,0,0
263,0,0,1,0,0,0,0,0,0,0,0,1
264,1,0,1,0,0,0,1,0,0,0,0,0
265,1,0,0,1,0,0,0,0,0,0,0,1
266,1,0,1,0,0,0,0,0,0,0,0,0
267,1,0,1,0,0,0,0,0,0,0,0,0
268,0,0,1,0,0,0,0,1,0,0,0,0
269,0,0,1,0,0,0,0,1,0,0,0,0
270,1,0,1,0,0,0,0,0,0,0,0,0
271,1,0,1,0,0,0,1,1,0,1,0,1
272,1,0,0,1,0,0,0,0,0,0,0,0
273,0,0,1,0,0,0,0,1,0,0,0,0
274,1,0,1,0,0,0,1,1,0,1,0,1
275,1,0,0,1,0,0,0,1,0,1,0,1
276,0,0,0,1,0,0,0,1,0,0,0,0
277,1,0,1,0,0,0,0,0,0,0,0,0
278,1,0,1,0,0,0,0,1,0,0,0,1
279,1,0,1,0,0,0,0,1,0,1,0,1
280,0,0,0,1,0,0,0,1,0,0,0,0
281,1,0,0,1,0,0,0,0,0,1,0,1
282,1,0,1,0,0,0,0,1,0,1,0,1
283,1,0,1,0,0,0,1,0,0,0,0,1
284,1,0,0,1,0,0,0,0,0,0,0,0
285,1,0,0,1,0,0,0,0,0,1,0,1
286,0,0,1,0,0,0,0,1,0,0,0,0
287,0,0,0,1,0,0,0,1,0,0,0,0
288,1,0,1,0,0,0,0,0,0,0,0,1
289,1,0,1,0,0,0,0,1,0,1,0,1
290,1,0,1,0,0,0,0,1,0,0,1,0
291,1,0,0,1,0,0,1,1,0,1,0,1
292,0,0,1,0,0,0,0,0,0,0,0,0
293,1,0,1,0,0,0,0,0,0,0,0,0
294,0,0,1,0,0,0,0,0,0,0,0,0
295,0,0,1,0,0,0,0,1,0,0,0,0
296,1,0,1,0,0,0,0,0,0,0,0,0
297,1,0,0,1,0,0,1,1,0,1,0,1
298,1,0,0,1,0,0,0,1,0,0,0,1
299,0,0,1,0,0,0,0,0,0,0,0,0
300,0,0,1,0,0,0,0,0,0,0,0,0
301,0,0,1,0,0,0,0,0,0,0,0,0
302,0,0,1,0,0,0,0,1,0,0,0,0
303,0,0,1,0,0,0,0,0,0,0,0,0
304,1,0,0,1,0,0,0,0,0,1,0,1
305,1,0,1,0,0,0,0,1,0,1,0,1
306,1,0,0,1,0,0,0,1,0,0,0,0
307,1,0,0,1,1,0,0,1,0,1,0,1
308,1,0,0,1,0,0,0,0,0,1,0,1
309,1,0,0,1,0,0,0,1,0,1,0,1
310,0,0,1,0,0,0,0,1,0,0,0,0
311,1,0,1,0,0,0,0,0,0,1,0,0
312,0,0,0,1,0,0,0,0,0,0,0,0
313,0,0,0,1,0,0,0,0,0,0,0,0
314,1,0,0,1,0,0,0,1,0,1,0,1
315,1,0,0,1,0,0,0,0,0,1,0,1
316,1,0,0,1,0,0,0,1,0,1,0,0
317,1,0,1,0,0,0,0,1,0,0,0,0
318,1,0,1,0,0,0,0,0,0,0,1,1
319,1,0,0,1,0,0,0,1,0,1,0,1
320,1,0,1,0,0,0,0,1,0,1,0,1
321,0,0,0,1,0,0,0,0,0,0,0,0
322,1,0,0,1,0,0,0,1,0,0,0,1
323,1,0,0,1,0,0,0,0,0,1,0,1
324,1,0,0,1,0,0,0,1,0,1,0,1
325,1,0,1,0,0,0,0,1,0,0,0,0
326,0,0,1,0,0,0,0,1,0,0,1,0
327,1,0,0,1,0,0,0,1,0,1,0,1
328,1,0,1,0,0,0,1,0,0,0,0,1
329,1,0,1,0,0,0,0,0,0,0,1,0
330,1,0,0,1,0,0,0,1,0,0,0,0
331,1,0,0,1,0,0,0,0,0,1,0,1
332,1,0,1,0,0,0,0,0,0,0,0,1
333,0,0,1,0,0,0,0,0,0,1,0,0
334,0,0,1,0,0,0,0,0,0,1,0,0
335,0,0,1,0,0,0,0,0,0,0,0,0
336,0,0,1,0,0,0,0,1,0,0,0,0
337,0,0,1,0,0,0,0,1,0,0,0,0
338,1,0,0,1,0,0,0,1,0,1,0,1
339,1,0,1,0,0,0,1,0,0,1,0,1
340,1,0,0,1,0,0,0,1,0,1,0,1
341,1,0,1,0,0,0,0,0,0,1,0,1
342,1,0,1,0,0,0,0,1,0,1,0,1
343,0,0,1,0,0,0,0,0,0,0,0,1
344,1,0,1,0,0,0,0,0,0,0,0,0
345,0,0,0,1,0,0,0,1,0,0,0,0
346,0,0,1,0,0,0,0,0,0,0,0,0
347,1,0,0,1,0,0,0,1,0,0,0,0
348,1,0,1,0,0,0,0,0,0,0,0,0
349,0,0,1,0,0,0,0,0,0,0,0,0
350,1,0,1,0,0,0,0,1,0,0,1,0
351,0,0,1,0,0,0,0,1,0,0,0,0
352,0,0,1,0,0,0,1,1,0,1,0,1
353,0,0,1,0,0,0,0,0,0,0,0,0
354,1,0,1,0,0,0,0,0,0,1,0,1
355,1,0,1,0,0,0,0,1,0,1,0,1
356,1,0,0,1,0,0,0,1,0,0,0,1
357,0,0,1,0,0,0,0,0,0,0,1,1
358,1,0,0,1,0,0,0,0,0,1,0,1
359,1,0,0,1,0,0,1,1,0,1,0,1
360,0,0,1,0,0,0,0,1,0,1,0,0
361,1,0,1,0,0,0,0,0,0,0,1,0
362,1,0,0,1,0,0,1,1,0,0,0,0
363,0,0,0,1,0,0,0,1,0,0,0,0
364,0,0,0,1,0,0,0,1,0,0,0,0
365,1,0,1,0,0,0,0,0,0,0,0,0
366,1,0,0,1,0,0,0,0,0,0,0,1
367,0,0,1,0,0,0,0,0,0,0,0,0
368,0,0,1,0,0,0,0,0,0,0,0,0
369,0,0,1,0,0,0,0,1,0,1,0,0
370,1,0,1,1,0,0,0,1,0,0,0,1
371,0,0,1,0,0,0,0,0,0,0,0,0
372,0,0,1,0,0,0,0,1,0,0,0,0
373,1,0,1,0,0,0,0,1,0,0,0,0
374,1,0,0,1,0,0,0,1,0,1,0,1
375,0,0,1,0,0,0,0,0,0,0,0,0
376,1,0,0,1,0,0,0,0,0,0,0,1
377,0,0,1,0,0,0,1,0,0,0,0,0
378,1,0,1,0,0,0,0,1,0,0,0,1
379,0,0,1,0,0,0,0,1,0,0,1,0
380,0,0,0,1,0,0,0,0,0,0,0,0
381,0,0,1,0,0,0,0,0,0,0,0,0
382,0,0,1,0,0,0,0,1,0,0,0,0
383,0,0,1,0,0,0,0,1,0,0,1,0
384,1,0,0,1,0,0,0,1,0,1,0,1
385,1,0,1,0,0,0,0,1,0,0,1,1
386,0,0,1,0,0,0,0,0,0,0,0,0
387,1,0,1,0,0,0,0,1,0,1,0,1
388,1,0,0,1,0,0,0,0,0,1,0,1
389,0,0,1,0,0,0,0,1,0,0,0,0
390,0,0,1,0,0,0,1,0,0,0,0,1
391,1,0,0,1,0,0,0,1,0,0,0,1
392,1,0,0,1,0,0,1,1,0,1,0,1
393,1,0,1,0,0,0,0,1,0,0,0,0
394,1,0,1,0,0,0,0,0,0,1,0,0
395,1,0,1,0,0,0,0,1,0,0,0,0
396,0,0,1,0,0,0,1,1,0,1,0,1
397,1,0,0,1,0,0,0,0,0,0,0,1
398,1,0,1,0,0,0,1,1,0,1,0,1
399,1,0,0,1,0,0,0,0,0,0,0,1
400,0,0,1,0,0,0,0,0,0,0,0,0
401,1,0,1,0,0,0,0,0,0,1,0,1
402,1,0,1,0,0,0,0,1,0,0,0,0
403,1,0,1,0,0,0,0,1,0,0,0,1
404,1,0,0,1,0,0,0,0,0,1,0,1
405,0,0,1,0,0,0,0,0,0,0,0,0
406,1,0,1,0,0,0,0,1,0,1,0,1
407,0,0,1,0,0,0,0,0,0,0,0,0
408,1,0,1,0,0,0,0,1,0,1,0,1
409,1,0,0,1,0,0,0,1,0,0,0,1
410,1,0,0,1,0,0,0,1,0,0,0,0
411,1,0,0,1,0,0,0,1,0,1,0,1
412,0,0,1,0,0,0,0,1,0,0,0,0
413,1,0,1,1,0,0,0,1,0,1,0,1
414,0,0,1,0,0,0,0,0,0,0,0,0
415,1,0,0,1,0,0,0,0,0,0,0,1
416,1,0,1,0,0,0,0,1,0,1,0,1
417,1,0,0,1,0,0,0,0,0,0,0,0
418,0,0,1,0,0,0,0,0,0,0,0,0
419,1,0,1,0,0,0,1,1,0,0,0,0
420,0,0,1,0,0,0,0,0,0,0,0,0
421,1,0,0,1,0,0,0,0,0,0,0,1
422,1,0,1,0,0,0,0,0,0,0,0,0
423,1,0,1,0,0,0,1,0,0,1,0,1
424,1,0,0,1,0,0,0,0,0,1,0,1
425,1,0,0,1,0,0,1,1,0,1,0,1
426,0,0,1,0,0,0,0,0,0,0,0,0
427,0,0,1,0,0,0,1,0,0,0,0,1
428,1,0,1,0,0,0,0,1,0,1,0,1
429,1,0,1,0,0,0,0,1,0,0,0,0
430,1,0,1,0,0,0,0,1,0,0,1,0
431,1,0,1,0,0,0,0,0,0,0,0,0
432,1,0,1,0,0,0,0,1,0,0,0,0
433,0,0,1,0,0,0,0,1,0,0,0,0
434,1,0,1,0,0,0,0,1,0,1,0,1
435,0,0,0,1,0,0,0,0,0,1,0,0
436,1,0,1,0,0,0,0,1,0,1,0,1
437,1,0,0,1,0,0,1,1,0,1,0,1
438,1,0,1,0,0,0,1,0,0,0,0,0
439,1,0,1,0,0,0,0,1,0,0,0,0
440,1,0,0,1,0,0,0,1,0,0,0,1
441,1,0,1,0,0,0,0,1,0,1,0,1
442,1,0,0,1,0,0,0,1,0,1,0,1
443,1,0,1,0,0,0,0,1,0,0,0,0
444,1,0,0,1,0,0,1,0,0,0,0,1
445,1,0,0,1,0,0,0,0,0,0,0,0
446,1,0,1,0,0,0,0,1,0,1,0,1
447,0,0,1,0,0,0,0,0,0,0,0,0
448,0,0,1,0,0,0,0,1,0,0,0,1
449,0,0,1,0,0,0,0,0,0,0,0,0
450,0,0,1,0,0,0,0,1,0,0,1,0
451,1,0,1,0,0,0,1,0,0,1,0,1
452,1,0,0,1,0,0,1,1,0,1,0,1
453,1,0,1,0,0,0,0,0,0,0,0,1
454,0,0,1,0,0,0,0,1,0,0,0,0
455,1,0,1,0,0,0,0,0,0,0,0,0
456,1,0,1,0,0,0,0,1,0,0,0,0
457,1,0,1,0,0,0,0,1,0,1,0,1
458,1,0,0,1,0,0,0,1,0,1,0,1
459,1,0,0,1,0,0,0,1,0,1,0,1
460,0,0,1,0,0,0,0,0,0,0,0,0
461,1,0,1,0,0,0,0,0,0,0,0,0
462,1,0,0,1,0,0,1,1,0,0,0,0
463,1,0,0,1,0,0,0,1,0,1,0,1
464,1,0,0,1,0,0,0,0,0,1,0,1
465,1,0,1,0,0,0,0,0,0,0,0,0
466,0,0,1,0,0,0,0,1,0,1,0,0
467,0,0,1,0,0,0,0,1,0,1,0,1
468,1,0,1,0,0,0,0,0,0,0,1,0
469,1,0,0,1,0,0,0,1,0,1,1,1
470,1,0,1,0,0,0,0,0,0,0,0,0
471,1,0,0,1,0,0,0,0,0,1,0,1
472,0,0,1,0,0,0,0,1,0,1,0,1
473,1,0,0,1,0,0,0,1,0,0,0,1
474,1,0,0,1,0,0,0,1,0,0,0,1
475,0,0,1,0,0,0,0,0,0,0,1,0
476,1,0,0,1,0,0,0,1,0,1,0,1
477,1,0,0,1,0,0,1,0,0,0,0,1
478,1,0,1,0,0,0,0,1,0,1,0,1
479,0,0,1,0,0,0,0,0,0,0,0,0
480,1,0,0,1,0,0,0,0,0,0,0,1
481,0,0,0,1,0,0,1,0,0,0,0,1
482,1,0,0,1,0,0,0,0,0,1,0,1
483,1,0,0,1,0,0,0,0,0,0,0,1
484,1,0,0,1,0,0,0,0,0,0,0,0
485,1,0,1,0,0,0,0,0,0,0,0,0
486,1,0,0,1,0,0,0,1,0,1,0,1
487,1,0,0,1,0,0,1,1,0,0,0,1
488,0,0,1,0,0,0,0,0,0,0,0,0
489,1,0,1,0,0,0,0,1,0,0,0,0
490,1,0,1,0,0,0,0,0,0,0,0,0
491,1,0,0,1,0,0,0,1,0,1,0,1
492,1,0,0,1,0,0,0,1,0,1,0,1
493,1,0,1,0,0,0,0,1,0,1,0,1
494,1,0,0,1,0,0,0,0,0,0,0,0
495,0,0,1,0,0,0,0,1,0,1,0,0
496,1,0,0,1,0,0,0,1,0,1,0,1
497,0,0,1,0,0,0,1,1,0,1,0,1
498,1,0,0,1,0,0,1,1,0,1,0,1
499,1,0,1,0,0,0,0,1,0,1,0,1
500,1,0,0,1,0,0,0,1,0,0,0,0
501,1,0,0,1,0,0,0,1,0,1,0,1
502,1,0,0,1,1,0,0,1,0,1,0,1
503,0,0,0,1,0,0,0,1,0,1,0,0
504,1,0,1,0,0,0,1,1,0,1,0,1
505,1,0,1,0,0,0,0,0,0,0,0,1
506,1,0,1,0,0,0,0,1,0,1,0,1
507,0,0,1,0,0,0,0,0,0,1,0,0
508,1,0,1,0,0,0,0,0,0,1,0,1
509,1,0,1,0,0,0,0,1,0,1,0,1
510,0,0,1,0,0,0,0,1,0,0,0,0
511,1,0,0,1,0,0,0,0,0,1,0,1
512,1,0,1,0,0,0,0,1,0,1,1,1
513,0,0,1,0,0,0,0,1,0,0,0,0
514,1,0,1,0,0,0,0,1,0,0,1,0
515,0,0,0,1,0,0,0,1,0,0,0,1
516,1,0,0,1,0,0,0,0,0,1,0,0
517,0,0,0,1,0,0,0,0,0,0,0,1
518,1,0,1,0,0,0,0,1,0,0,0,1
519,1,0,1,0,0,0,0,1,0,0,0,0
520,1,0,1,0,0,0,0,1,0,0,0,0
521,0,0,1,0,0,0,0,0,0,0,0,1
522,0,0,1,0,0,0,0,1,0,1,0,0
523,1,0,1,0,0,0,0,1,0,0,0,0
524,1,0,1,0,0,0,0,1,0,0,0,0
525,1,0,0,1,0,0,0,1,0,1,0,1
526,0,0,0,1,0,0,0,0,0,0,0,0
527,0,0,0,1,0,0,0,1,0,0,0,0
528,1,0,0,1,0,0,0,1,0,0,0,1
529,1,0,0,1,0,0,0,0,0,0,0,1
530,1,0,0,1,0,0,0,0,0,0,0,1
