,Rank,isIP,isValid,Domain_reg_len,is@,isRedirect,haveDash,SubDomain,Domain_http,LongURL,TinyURL,Label
14098,0,0,1,0,0,0,0,0,0,0,0,1
14099,0,0,1,0,0,0,0,0,0,0,0,0
14100,0,0,1,0,0,0,0,1,0,0,1,0
14101,1,0,0,1,0,0,0,0,0,0,0,1
14102,0,0,1,0,0,0,0,0,0,0,0,0
14103,1,0,0,1,0,0,0,1,0,1,0,1
14104,0,0,1,0,0,0,0,1,0,0,0,0
14105,0,0,1,0,0,0,0,1,0,1,0,1
14106,1,0,0,1,0,0,0,1,0,1,0,1
14107,1,0,0,1,0,0,1,0,0,0,0,1
14108,0,0,1,0,0,0,0,1,0,0,0,0
14109,1,0,1,0,0,0,0,0,0,0,0,1
14110,0,0,0,1,0,0,0,0,0,0,0,0
14111,1,0,0,1,0,0,0,0,0,0,0,1
14112,1,0,1,0,0,0,0,0,0,0,0,0
14113,1,0,0,1,0,1,1,0,0,1,0,1
14114,1,0,1,0,0,0,0,1,0,0,0,1
14115,0,0,0,1,0,0,0,1,0,0,0,1
14116,1,0,0,1,0,0,1,1,0,1,0,1
14117,0,0,1,0,0,0,0,0,0,0,0,0
14118,1,0,1,1,0,0,0,1,0,0,1,1
14119,1,0,1,0,0,0,1,1,0,0,1,0
14120,0,0,0,1,0,0,0,1,0,0,0,0
14121,0,0,1,0,0,0,0,0,0,0,0,0
14122,1,0,1,0,0,0,0,1,0,0,0,0
14123,1,0,0,1,0,0,1,0,0,0,0,1
14124,1,0,1,0,0,0,1,1,0,0,0,0
14125,0,0,1,0,0,0,0,1,0,0,0,0
14126,0,0,1,0,0,0,0,1,0,0,0,0
14127,1,0,0,1,0,0,0,1,0,0,0,0
14128,1,0,1,0,0,0,0,1,0,0,0,0
14129,1,0,1,0,0,0,0,0,0,0,0,0
14130,1,0,0,1,0,0,0,0,0,0,0,1
14131,1,0,1,0,0,0,0,1,0,0,0,0
14132,1,0,1,0,0,0,0,1,0,0,1,1
14133,0,0,0,1,0,0,0,0,0,0,0,0
14134,1,0,1,0,0,0,0,0,0,0,0,0
14135,1,0,1,0,0,0,0,1,0,0,0,1
14136,1,0,0,1,0,0,0,1,0,1,0,1
14137,1,0,1,0,0,0,0,0,0,0,0,0
14138,0,0,0,1,0,0,0,1,0,0,0,0
14139,1,0,0,1,0,0,0,1,0,0,0,0
14140,1,0,0,1,0,0,0,1,0,0,0,1
14141,1,0,1,0,0,0,0,0,0,0,0,1
14142,1,0,0,1,0,0,0,0,0,1,0,1
14143,1,0,0,1,0,0,0,0,0,0,0,0
14144,1,0,0,1,0,0,0,0,0,0,0,0
14145,1,0,0,1,0,0,0,1,0,1,0,1
14146,0,0,1,0,0,0,0,1,0,0,0,0
14147,1,0,1,0,0,0,0,0,0,0,0,1
14148,1,0,1,0,0,0,0,0,0,0,0,0
14149,0,0,1,0,0,0,1,1,0,1,0,1
14150,0,0,1,0,0,0,0,0,0,0,0,0
14151,1,0,1,0,0,0,0,1,0,1,0,1
14152,1,0,0,1,0,0,0,1,0,0,0,0
14153,0,0,1,0,0,0,0,0,0,0,0,0
14154,1,0,1,0,0,0,1,0,0,1,0,1
14155,1,0,1,0,0,0,0,0,0,0,0,0
14156,1,0,0,1,0,0,0,0,0,0,0,0
14157,1,0,1,0,0,0,0,0,0,0,0,1
14158,1,0,1,0,0,0,0,0,0,1,0,1
14159,1,0,1,0,0,0,0,0,0,1,0,1
14160,1,0,0,1,1,0,0,1,0,1,0,1
14161,1,0,1,0,0,0,1,1,0,1,0,1
14162,0,0,1,0,0,0,0,0,0,0,0,0
14163,0,0,0,1,0,0,0,1,0,1,0,0
14164,1,0,1,0,0,0,0,1,0,1,0,1
14165,1,0,1,0,0,0,0,0,0,0,0,0
14166,0,0,0,1,0,0,0,1,0,1,0,0
14167,1,0,0,1,0,0,0,0,0,0,0,1
14168,1,0,1,0,0,0,0,0,0,0,0,0
14169,0,0,1,0,0,0,0,0,0,0,0,1
14170,1,0,0,1,0,0,0,1,0,1,1,1
14171,1,0,1,0,0,0,0,0,0,0,0,0
14172,1,0,0,1,0,0,0,1,0,1,0,1
14173,0,0,0,1,0,0,0,0,0,0,0,0
14174,0,0,1,0,0,0,0,0,0,0,1,0
14175,1,0,1,0,0,0,0,1,0,0,0,0
14176,1,0,1,0,0,0,0,0,0,0,0,0
14177,1,0,1,0,0,0,0,1,0,1,0,1
14178,1,0,1,0,0,0,0,0,0,0,0,0
14179,1,0,0,1,0,0,0,0,0,1,0,1
14180,1,0,1,0,0,0,0,0,0,0,0,1
14181,1,0,1,0,0,0,0,0,0,1,0,1
14182,1,0,1,0,0,0,0,0,0,0,0,0
14183,1,0,1,0,0,0,0,0,0,0,0,0
14184,0,0,1,0,0,0,1,1,0,1,0,1
14185,1,0,1,0,0,0,0,0,0,0,1,0
14186,1,0,0,1,0,0,0,0,0,0,0,1
14187,0,0,0,1,0,0,0,0,0,0,0,0
14188,1,0,1,0,0,0,0,1,0,1,0,1
14189,1,0,0,1,0,0,0,1,0,1,0,1
14190,1,0,1,0,0,0,0,1,0,1,0,1
14191,1,0,1,0,0,0,1,1,0,0,0,0
14192,1,0,0,1,0,0,0,0,0,0,0,0
14193,1,0,1,0,0,0,1,0,0,0,1,1
14194,1,0,1,0,0,0,0,1,0,0,0,1
14195,0,0,1,0,0,0,0,0,0,0,0,0
14196,0,0,1,0,0,0,1,0,0,0,1,1
14197,0,0,1,0,0,0,0,1,0,0,0,0
14198,1,0,0,1,0,0,0,1,0,1,0,1
14199,0,0,0,1,0,0,0,0,0,0,0,1
14200,0,0,1,0,0,0,0,1,0,0,0,0
14201,1,0,0,1,0,0,0,1,0,0,0,0
14202,1,0,1,0,0,0,0,0,0,0,0,1
14203,0,0,0,1,0,0,0,0,0,0,0,0
14204,1,0,0,1,0,0,1,1,0,1,0,1
14205,0,0,1,0,0,0,0,0,0,0,0,0
14206,1,0,0,1,0,0,0,0,0,1,0,1
14207,0,0,0,1,0,0,0,1,0,0,0,0
14208,0,0,1,0,0,0,0,1,0,0,0,0
14209,1,0,1,0,0,0,1,0,0,0,0,0
14210,1,0,1,0,1,0,0,1,0,0,0,1
14211,1,0,1,0,0,0,0,0,0,0,0,0
14212,1,0,0,1,0,0,0,1,0,1,0,1
14213,0,0,1,0,0,0,1,1,0,1,0,1
14214,1,0,0,1,0,0,0,0,0,0,0,1
14215,1,0,0,1,0,0,0,1,0,0,0,0
14216,1,0,1,1,0,0,1,0,0,0,0,1
14217,0,0,1,0,0,0,1,1,0,1,0,1
14218,1,0,1,0,0,1,0,1,0,1,0,1
14219,1,0,0,1,0,0,0,0,0,0,0,0
14220,1,0,1,0,0,0,0,0,0,1,0,1
14221,0,0,0,1,0,0,1,1,0,0,0,1
14222,1,0,1,0,0,0,0,1,0,1,1,1
14223,0,0,1,0,0,0,0,0,0,0,0,0
14224,1,0,1,0,0,0,0,1,0,0,1,0
14225,1,0,1,0,0,0,0,1,0,0,0,1
14226,1,0,0,1,0,0,1,0,0,0,0,1
14227,0,0,1,0,0,0,0,0,0,0,0,0
14228,1,0,0,1,0,0,0,1,0,0,0,1
14229,0,0,1,0,0,0,1,1,0,1,0,1
14230,0,0,1,0,0,0,0,1,0,0,0,0
14231,0,0,0,1,0,0,0,0,0,0,0,1
14232,0,0,1,0,0,0,0,0,0,0,0,0
14233,1,0,0,1,0,0,0,1,0,0,0,0
14234,1,0,0,1,0,0,1,1,0,0,0,1
14235,0,0,1,0,0,0,0,0,0,0,0,0
14236,1,0,0,1,0,0,1,1,0,1,0,1
14237,1,0,1,0,0,0,0,0,0,0,0,1
14238,1,0,0,1,0,0,0,0,0,0,0,0
14239,0,0,1,0,0,0,0,0,0,0,0,0
14240,1,0,1,1,0,0,0,1,0,1,0,1
14241,1,0,1,0,0,0,0,1,0,0,0,0
14242,0,0,1,0,0,0,0,1,0,0,0,0
14243,1,0,0,1,0,0,0,1,0,1,0,1
14244,1,0,1,0,0,0,0,0,0,0,0,0
14245,1,0,1,0,0,0,0,1,0,0,0,1
14246,1,0,0,1,0,0,0,1,0,0,0,0
14247,0,0,1,0,0,0,1,1,0,1,0,1
14248,0,0,0,1,0,0,0,1,0,0,0,1
14249,0,0,1,0,0,0,0,0,0,0,0,0
14250,0,0,1,0,0,0,0,0,0,0,0,0
14251,0,0,1,0,0,0,0,0,0,0,0,0
14252,1,0,1,0,0,0,0,0,0,1,0,1
14253,1,0,0,1,0,0,1,1,0,1,0,1
14254,1,0,1,0,0,0,0,1,0,1,0,1
14255,0,0,1,0,0,0,0,0,0,0,0,0
14256,0,0,1,0,0,0,1,1,0,1,0,1
14257,1,0,1,0,0,1,0,0,0,1,0,1
14258,0,0,0,1,0,0,0,1,0,1,0,0
14259,1,0,0,1,0,0,0,1,0,1,0,1
14260,0,0,1,0,0,0,0,0,0,1,0,1
14261,1,0,0,1,0,0,0,1,0,0,0,1
14262,1,0,0,1,0,0,0,0,0,1,0,1
14263,1,0,1,0,0,0,0,1,0,0,0,1
14264,1,0,0,1,0,0,0,1,0,1,0,1
14265,1,0,0,1,0,0,0,1,0,1,0,1
14266,1,0,0,1,0,0,0,1,0,0,0,1
14267,0,0,1,0,0,0,0,0,0,1,0,0
14268,1,0,0,1,0,0,1,1,0,1,0,1
14269,0,0,1,0,0,0,0,1,0,0,0,0
14270,1,0,0,1,0,0,0,1,0,0,0,0
14271,0,0,1,0,0,0,0,0,0,1,0,0
14272,1,0,0,1,0,0,0,1,0,1,0,1
14273,1,0,1,0,0,0,0,0,0,0,0,0
14274,1,0,0,1,0,0,1,0,0,0,0,1
14275,0,0,1,0,0,0,0,0,0,1,0,1
14276,1,0,1,0,0,0,0,0,0,0,0,1
14277,1,0,1,0,0,0,0,0,0,0,1,0
14278,0,0,1,0,0,0,0,0,0,0,0,0
14279,1,0,0,1,0,0,0,0,0,0,0,1
14280,1,0,1,0,0,0,0,0,0,0,0,0
14281,1,0,0,1,0,0,0,0,0,0,0,0
14282,0,0,0,1,0,0,0,1,0,0,0,0
14283,0,0,1,0,0,0,1,1,0,1,0,1
14284,1,0,0,1,0,0,0,1,0,1,0,1
14285,0,0,1,0,0,0,0,0,0,0,0,0
14286,1,0,0,1,0,0,1,1,0,0,0,1
14287,0,0,1,0,0,0,0,1,0,0,0,0
14288,1,0,0,1,0,0,1,1,0,1,0,1
14289,1,0,1,0,0,0,0,1,0,0,0,0
14290,1,0,1,0,0,0,0,1,0,0,0,0
14291,1,0,0,1,0,0,0,0,0,1,0,0
14292,1,0,0,1,0,0,1,1,0,1,0,1
14293,1,0,1,0,0,0,0,1,0,1,0,1
14294,1,0,0,1,0,0,0,1,0,0,0,0
14295,1,0,0,1,0,0,1,1,0,1,0,1
14296,1,0,1,0,0,0,0,0,0,1,0,1
14297,1,0,0,1,0,0,0,1,0,1,0,1
14298,0,0,1,0,0,0,0,1,0,0,0,1
14299,1,0,1,0,0,0,0,1,0,0,0,0
14300,0,0,1,0,0,0,0,0,0,0,0,0
14301,1,0,1,0,0,0,0,1,0,0,0,0
14302,0,0,0,1,0,0,0,0,0,0,0,0
14303,1,0,0,1,0,0,1,1,0,1,1,1
14304,0,0,1,0,0,0,1,1,0,1,0,1
14305,1,0,1,0,0,0,0,1,0,1,0,1
14306,0,0,1,0,0,0,0,1,0,1,0,0
14307,0,0,1,0,0,0,1,1,0,1,0,1
14308,1,0,0,1,0,0,0,0,0,1,0,1
14309,0,0,1,0,0,0,0,1,0,0,0,1
14310,1,0,1,0,0,0,1,1,0,1,0,1
14311,1,0,1,0,0,0,0,1,0,1,0,1
14312,1,0,0,1,0,0,0,1,0,0,0,1
14313,1,0,1,0,0,0,0,1,0,1,0,1
14314,1,0,1,0,0,0,0,0,0,0,0,0
14315,1,0,0,1,0,0,1,1,0,1,0,1
14316,1,0,1,0,0,0,0,1,0,0,0,0
14317,0,0,0,1,0,0,0,1,0,1,0,1
14318,1,0,0,1,0,0,1,0,0,0,0,1
14319,0,0,0,1,0,0,0,0,0,0,0,0
14320,0,0,0,1,0,0,0,0,0,0,0,0
14321,0,0,1,0,0,0,0,0,0,0,0,0
14322,1,0,0,1,0,0,0,1,0,0,0,1
14323,1,0,1,0,0,0,0,1,0,1,0,1
14324,1,0,0,1,0,0,0,0,0,0,0,0
14325,1,0,0,1,0,0,0,1,0,0,0,1
14326,1,0,1,0,0,0,0,1,0,1,0,1
14327,0,0,1,0,0,0,0,0,0,0,0,0
14328,1,0,1,0,0,0,0,1,0,0,0,0
14329,1,0,1,0,0,0,0,1,0,0,0,1
14330,1,0,1,0,0,0,0,0,0,0,0,0
14331,1,0,1,0,0,0,0,0,0,0,0,0
14332,1,0,1,0,0,0,0,0,0,0,0,0
14333,1,0,0,1,0,0,0,0,0,0,0,1
14334,0,0,0,1,0,0,0,1,0,0,0,0
14335,0,0,0,1,0,0,0,1,0,0,0,1
14336,0,0,1,0,0,0,0,1,0,0,0,0
14337,1,0,1,0,0,0,1,1,0,1,1,1
14338,1,0,0,1,0,0,1,1,0,1,0,1
14339,1,0,0,1,0,0,0,0,0,0,0,1
14340,1,0,1,0,0,0,0,1,0,0,1,0
14341,1,0,0,1,0,0,0,1,0,0,0,1
14342,1,0,1,0,0,0,0,1,0,1,0,1
14343,0,0,0,1,0,0,0,1,0,0,0,0
14344,0,0,1,0,0,0,0,0,0,0,0,0
14345,1,0,1,0,0,0,0,0,0,1,0,1
14346,0,0,1,0,0,0,1,1,0,1,0,1
14347,1,0,0,1,0,0,0,1,0,1,0,1
14348,1,0,1,0,0,0,1,1,0,1,0,1
14349,1,0,1,0,0,0,0,0,0,0,0,0
14350,0,0,1,0,0,0,0,1,0,0,1,0
14351,0,0,0,1,0,0,0,0,0,0,0,0
14352,1,0,0,1,0,0,1,1,0,0,0,1
14353,1,0,1,0,0,0,0,1,0,1,0,1
14354,1,0,1,0,0,0,0,0,0,1,0,1
14355,1,0,0,1,0,0,1,1,0,0,0,1
14356,1,0,1,0,0,0,0,1,0,1,0,1
14357,1,0,0,1,0,0,0,1,0,1,0,1
14358,0,0,1,0,0,0,0,0,0,0,0,0
14359,0,0,1,0,0,0,0,1,0,0,0,0
14360,1,0,1,0,0,0,0,0,0,0,0,0
14361,0,0,1,0,0,0,0,0,0,0,0,1
14362,1,0,1,0,0,0,1,0,0,0,0,0
14363,0,0,1,0,0,0,0,1,0,0,1,0
14364,1,0,0,1,0,0,0,0,0,0,0,0
14365,0,0,1,0,0,0,0,0,0,1,1,0
14366,1,0,1,0,0,0,1,1,0,0,0,0
14367,1,0,1,0,0,0,0,0,0,0,0,0
14368,1,0,1,0,0,0,0,1,0,1,0,1
14369,1,0,0,1,0,0,0,1,0,1,0,1
14370,0,0,1,0,0,0,0,0,0,1,0,0
14371,1,0,1,0,0,0,0,0,0,0,1,0
14372,0,0,1,0,0,0,0,1,0,0,0,0
14373,1,0,1,0,0,0,0,0,0,0,0,0
14374,0,0,1,0,0,0,0,0,0,0,0,0
14375,1,0,0,1,0,0,0,0,0,0,0,0
14376,0,0,1,0,0,0,0,0,0,0,0,0
14377,1,0,0,1,0,0,1,1,0,1,0,1
14378,0,0,1,0,0,0,0,0,0,0,0,0
14379,0,0,1,0,0,0,0,1,0,0,0,0
14380,1,0,0,1,0,0,0,1,0,0,0,1
14381,1,0,0,1,0,0,0,1,0,1,0,1
14382,1,0,1,0,0,0,0,1,0,0,0,0
14383,0,0,1,0,0,0,0,0,0,0,0,1
14384,1,0,0,1,0,0,0,0,0,0,0,0
14385,1,0,0,1,0,0,0,1,0,1,0,1
14386,1,0,0,1,0,0,1,1,0,0,0,1
14387,1,0,1,0,0,0,0,0,0,0,0,1
14388,1,0,1,0,0,0,1,0,0,1,0,1
14389,1,0,1,0,0,0,0,1,0,0,0,1
14390,0,0,1,0,0,0,0,1,0,0,0,0
14391,1,0,1,0,0,0,0,0,0,0,0,0
14392,1,0,1,1,0,0,0,1,0,0,0,1
14393,0,0,1,0,0,0,1,1,0,1,0,1
14394,1,0,1,0,0,0,0,0,0,0,0,0
14395,0,0,0,1,0,0,0,1,0,0,0,0
14396,1,0,0,1,0,0,1,1,0,1,0,1
14397,1,0,1,0,0,0,0,0,0,0,0,0
14398,1,0,1,0,0,0,0,0,0,0,0,0
14399,1,0,1,0,0,0,1,0,0,0,0,1
14400,1,0,1,0,0,0,0,1,0,1,0,1
14401,0,0,1,0,0,0,1,0,0,0,1,1
14402,0,0,1,0,0,0,0,0,0,0,0,0
14403,0,0,1,0,0,0,0,1,0,0,0,0
14404,1,0,1,0,0,0,1,0,0,0,1,0
14405,0,0,0,1,0,0,0,0,0,0,0,0
14406,1,0,0,1,0,0,0,0,0,1,0,1
14407,1,0,1,0,0,0,0,0,0,0,1,0
14408,0,0,1,0,0,0,0,1,0,0,0,0
14409,1,0,1,0,0,0,0,1,0,0,0,0
14410,1,0,1,0,0,0,1,0,0,0,0,1
14411,0,0,1,0,0,0,0,1,0,0,0,0
14412,1,0,1,0,0,0,0,0,0,1,0,1
14413,0,0,1,0,0,0,0,0,0,0,0,0
14414,1,0,1,0,0,0,0,0,0,0,0,0
14415,1,0,0,1,0,0,0,0,0,0,0,0
14416,0,0,1,0,0,0,0,0,0,0,0,0
14417,0,0,1,0,0,0,0,0,0,0,0,0
14418,1,0,0,1,0,0,0,1,0,0,0,0
14419,1,0,0,1,0,0,0,1,0,1,0,1
14420,1,0,1,0,0,0,0,1,0,1,0,0
14421,1,0,1,0,0,0,1,0,0,0,0,0
14422,0,0,1,0,0,0,0,0,0,0,0,0
14423,1,0,1,0,0,0,0,1,0,1,0,1
14424,1,0,0,1,0,0,0,1,0,1,1,1
14425,1,0,1,0,0,0,0,0,0,1,1,0
14426,1,0,0,1,0,0,0,1,0,0,0,0
14427,1,0,0,1,0,0,0,0,0,0,0,1
14428,1,0,1,0,0,0,0,0,0,0,0,0
14429,1,0,0,1,0,0,0,0,0,0,0,1
14430,0,0,1,0,0,0,0,1,0,0,0,0
14431,1,0,0,1,0,0,1,1,0,1,0,1
14432,0,0,1,0,0,0,0,1,0,0,0,0
14433,1,0,0,1,0,0,1,1,0,0,0,1
14434,1,0,0,1,0,0,0,1,0,1,0,1
14435,1,0,0,1,0,0,0,1,0,0,0,0
14436,1,0,0,1,0,0,1,0,0,1,0,1
14437,0,0,1,0,0,0,0,0,0,0,0,0
14438,1,0,0,1,0,0,0,1,0,0,0,0
14439,0,0,1,0,0,0,0,0,0,0,0,1
14440,1,0,0,1,0,0,0,1,0,0,0,1
14441,1,0,1,0,0,0,1,1,0,1,0,1
14442,0,0,1,0,0,0,0,0,0,0,0,0
14443,0,0,1,0,0,0,0,0,0,0,0,0
14444,1,0,0,1,0,0,1,1,0,1,0,1
14445,1,0,0,1,0,0,0,1,0,1,0,1
14446,1,0,0,1,0,0,1,1,0,1,0,1
14447,0,0,1,0,0,0,0,1,0,0,0,0
14448,1,0,0,1,0,0,0,0,0,1,0,1
14449,1,0,0,1,0,0,0,1,0,0,0,1
14450,1,0,1,0,0,0,0,0,0,0,0,0
14451,0,0,1,0,0,0,0,0,0,0,0,0
14452,1,0,1,0,0,0,0,1,0,0,0,0
14453,0,0,1,0,0,0,0,0,0,0,0,0
14454,1,0,1,0,0,0,0,0,0,0,0,0
14455,0,0,1,0,0,0,0,0,0,0,0,0
14456,1,0,1,0,0,0,0,0,0,0,0,0
14457,1,0,1,0,0,0,0,1,0,0,0,1
14458,1,0,1,0,0,0,0,1,0,0,0,1
14459,1,0,0,1,0,0,1,1,0,1,1,1
14460,1,0,0,1,0,0,0,1,0,0,0,1
14461,1,0,1,0,0,0,1,0,0,0,0,0
14462,1,0,1,0,0,0,1,1,0,0,0,1
14463,0,0,1,0,0,0,0,0,0,1,0,1
14464,1,0,1,0,0,0,0,0,0,0,0,0
14465,1,0,1,0,0,0,0,1,0,0,0,0
14466,0,0,1,0,0,0,0,1,0,0,0,0
14467,1,0,1,1,0,0,0,1,0,1,0,1
14468,1,0,0,1,0,0,1,0,0,1,0,1
14469,1,0,1,0,0,0,1,1,0,1,1,1
14470,1,0,1,0,0,0,0,1,0,1,0,0
14471,1,0,0,1,0,0,0,1,0,0,0,1
14472,0,0,1,0,0,0,0,0,0,0,0,1
14473,1,0,0,1,0,0,1,0,0,1,0,1
14474,1,0,0,1,0,0,0,1,0,0,0,0
14475,1,0,0,1,0,0,1,1,0,1,0,1
14476,0,0,1,0,0,0,0,1,0,1,0,0
14477,1,0,0,1,0,0,0,1,0,0,0,1
14478,0,0,1,0,0,0,1,1,0,1,0,1
14479,1,0,1,0,0,0,0,1,0,1,0,1
14480,1,0,0,1,0,0,1,1,0,1,0,1
14481,1,0,0,1,0,0,0,1,0,0,0,0
14482,0,0,1,0,0,0,0,0,0,0,0,0
14483,1,0,1,0,0,0,0,1,0,1,0,1
14484,1,0,1,0,0,0,0,0,0,0,0,0
14485,1,0,0,1,0,0,0,1,0,0,0,1
14486,0,0,0,1,0,0,0,1,0,0,0,0
14487,1,0,0,1,0,0,1,1,0,1,0,1
14488,1,0,1,0,0,0,1,1,0,0,0,0
14489,1,0,1,0,0,0,0,0,0,0,0,1
14490,1,0,0,1,0,0,0,1,0,0,0,0
14491,0,0,0,1,0,0,0,1,0,1,0,0
14492,0,0,1,0,0,0,0,0,0,0,0,1
14493,1,0,0,1,0,0,0,1,0,0,0,1
14494,1,0,0,1,0,0,0,1,0,1,0,1
14495,0,0,1,0,0,0,0,1,0,0,0,0
14496,1,0,0,1,0,0,0,1,0,0,0,1
14497,0,0,0,1,0,0,0,1,0,1,0,0
14498,0,0,1,0,0,0,1,0,0,0,1,1
14499,1,0,1,0,0,0,0,0,0,0,0,0
14500,0,0,0,1,0,0,1,0,0,0,0,0
14501,1,0,0,1,0,0,0,1,0,1,0,1
14502,0,0,0,1,0,0,0,1,0,0,0,1
14503,1,0,1,0,0,0,0,0,0,0,0,1
14504,1,0,0,1,0,0,1,1,0,1,0,1
14505,0,0,0,1,0,0,0,0,0,0,0,0
14506,0,0,1,0,0,0,0,0,0,0,0,0
14507,1,0,0,1,0,0,0,0,0,0,0,1
14508,1,0,0,1,0,0,0,1,0,1,0,1
14509,0,0,1,0,0,0,1,1,0,1,0,1
14510,1,0,1,0,0,0,0,0,0,0,0,1
14511,1,0,1,0,0,0,0,0,0,0,0,1
14512,0,0,1,0,0,0,1,1,0,1,0,1
14513,1,0,1,0,0,0,0,0,0,0,0,0
14514,1,0,1,0,0,0,0,0,0,0,0,1
14515,1,0,0,1,0,0,0,1,0,1,0,1
14516,0,0,0,1,0,0,0,1,0,1,0,0
14517,1,0,1,0,0,0,0,0,0,0,0,0
14518,1,0,0,1,0,0,0,0,0,1,0,1
14519,1,0,0,1,0,0,0,0,0,0,0,1
14520,0,0,1,0,0,0,0,0,0,0,0,1
14521,1,0,1,0,0,0,0,0,0,0,0,0
14522,0,0,0,1,0,0,0,1,0,0,0,0
14523,0,0,1,0,0,0,0,1,0,0,0,0
14524,0,0,0,1,0,0,0,1,0,0,0,0
14525,1,0,1,0,0,0,0,0,0,1,0,1
14526,1,0,0,1,0,0,1,0,0,1,1,1
14527,1,0,1,0,0,0,0,0,0,0,0,0
14528,1,0,0,1,0,0,0,0,0,1,0,1
14529,1,0,0,1,0,0,0,0,0,0,0,0
14530,1,0,0,1,0,0,0,1,0,0,0,0
14531,0,0,1,0,0,0,0,0,0,0,1,1
14532,1,0,0,1,0,0,1,0,0,1,0,1
14533,0,0,1,0,0,0,0,0,0,0,0,0
14534,0,0,1,0,0,0,0,0,0,0,0,0
14535,0,0,1,0,0,0,0,0,0,0,0,0
14536,1,0,1,0,0,0,0,1,0,0,0,1
14537,1,0,1,0,0,0,0,1,0,1,0,1
14538,0,0,1,0,0,0,0,1,0,1,0,0
14539,0,0,0,1,0,0,0,0,0,0,0,0
14540,1,0,1,0,0,0,0,1,0,1,0,1
14541,0,0,1,0,0,0,1,0,0,0,0,0
14542,1,0,0,1,0,0,0,1,0,1,0,1
14543,1,0,1,0,0,0,0,1,0,0,0,1
14544,1,0,0,1,0,0,1,0,0,0,0,1
14545,0,0,1,0,0,0,0,1,0,0,0,0
14546,1,0,0,1,0,0,0,0,0,0,0,1
14547,1,0,1,0,0,0,0,0,0,1,0,1
14548,0,0,1,0,0,0,0,0,0,0,1,0
14549,0,0,1,0,0,0,0,0,0,0,0,1
14550,0,0,1,0,0,0,1,0,0,0,1,0
14551,1,0,1,0,0,0,0,1,0,1,0,0
14552,1,0,0,1,0,0,0,1,0,1,0,1
14553,1,0,0,1,0,0,1,1,0,1,0,1
14554,1,0,1,0,0,0,0,0,0,0,0,1
14555,0,0,1,0,0,0,0,0,0,0,0,1
14556,1,0,1,0,0,0,0,0,0,1,0,1
14557,0,0,0,1,0,0,0,1,0,0,0,0
14558,1,0,0,1,0,0,0,1,0,0,0,1
14559,0,0,0,1,0,0,0,1,0,0,0,0
14560,0,0,1,0,0,0,0,1,0,0,0,0
14561,1,0,0,1,0,0,0,1,0,0,0,0
14562,0,0,0,1,0,0,0,1,0,0,0,0
14563,1,0,1,0,0,0,0,1,0,1,1,1
14564,0,0,1,0,0,0,1,1,0,1,0,1
14565,0,0,1,0,0,0,0,0,0,1,0,0
14566,1,0,0,1,0,0,0,0,0,0,1,1
14567,1,0,0,1,0,0,1,1,0,1,0,1
14568,1,0,1,0,0,0,0,1,0,1,0,1
14569,0,0,1,0,0,0,0,1,0,0,0,1
14570,0,0,1,0,0,0,0,1,0,0,0,0
14571,0,0,1,0,0,0,0,1,0,1,0,0
14572,1,0,1,0,0,0,1,1,0,1,0,1
14573,1,0,1,0,0,0,0,0,0,0,0,1
14574,1,0,0,1,0,0,0,0,0,0,0,0
14575,1,0,1,0,0,0,0,1,0,1,0,1
14576,1,0,1,0,0,0,0,1,0,0,0,0
14577,1,0,1,0,0,0,0,0,0,0,0,0
14578,1,0,1,0,0,0,0,0,0,1,0,1
14579,1,0,1,0,0,0,0,1,0,1,1,1
14580,0,0,1,0,0,0,0,1,0,0,0,0
14581,0,0,0,1,0,0,0,1,0,1,0,1
14582,0,0,1,0,0,0,0,0,0,0,0,0
14583,1,0,1,0,0,0,0,0,0,0,0,0
14584,0,0,1,0,0,0,0,1,0,0,1,0
14585,1,0,1,0,0,0,0,0,0,0,0,1
14586,1,0,0,1,0,0,0,1,0,1,0,1
14587,1,0,1,0,0,0,0,1,0,0,0,0
14588,1,0,0,1,0,0,0,0,0,1,0,1
14589,1,0,1,0,0,0,0,0,0,0,0,0
14590,1,0,0,1,0,0,0,0,0,0,0,1
14591,1,0,0,1,0,0,0,0,0,0,0,0
14592,0,0,1,0,0,0,0,1,0,0,0,1
14593,1,0,0,1,0,0,0,1,0,1,0,1
14594,1,0,1,0,0,0,0,0,0,0,0,0
14595,1,0,0,1,0,0,0,0,0,0,0,1
14596,1,0,1,0,0,0,0,1,0,0,0,1
14597,0,0,1,0,0,0,0,1,0,0,0,0
14598,0,0,1,0,0,0,0,0,0,0,0,0
14599,0,0,1,0,0,0,0,1,0,1,0,0
14600,1,0,1,0,0,0,0,1,0,1,0,0
14601,1,0,1,0,0,0,0,0,0,0,0,0
14602,0,0,1,0,0,0,0,1,0,0,0,0
14603,0,0,1,0,0,0,0,0,0,0,0,0
14604,1,0,1,0,0,0,0,0,0,1,0,0
14605,1,0,0,1,0,0,0,0,0,1,0,1
14606,1,0,0,1,0,0,0,1,0,0,0,1
14607,1,0,1,0,0,0,1,1,0,1,0,1
14608,1,0,1,0,0,0,0,1,0,0,0,0
14609,1,0,0,1,0,0,0,0,0,0,0,1
14610,0,0,0,1,0,0,0,0,0,0,0,0
14611,1,0,0,1,0,0,0,1,0,1,0,1
14612,1,0,1,0,0,0,0,1,0,1,0,1
14613,1,0,1,1,0,0,1,1,0,1,0,1
